Player,Opposition,Ground,Inns,Runs
Babar Azam,v New Zealand,Sharjah,2,9
Asif Ali,v West Indies,Karachi,1,9
Asif Ali,v India,Dubai (DSC),1,9
Babar Azam,v Hong Kong,Sharjah,1,9
Babar Azam,v England,Lahore,1,9
Asif Ali,v England,Lahore,1,9
Mohammad Nawaz (3),v England,Lahore,2,9
Mohammad Nawaz (3),v India,Melbourne,1,9
Babar Azam,v New Zealand,Lahore,1,9
Umar Gul,v England,The Oval,2,8*
Misbah-ul-Haq,v Bangladesh,Gros Islet,1,8*
Shoaib Akhtar,v New Zealand,Auckland,1,8*
Sarfaraz Ahmed,v India,Eden Gardens,1,8*
Iftikhar Ahmed,v England,Manchester,1,8*
Fakhar Zaman,v South Africa,Centurion,2,8*
Mohammad Hasnain,v Sri Lanka,Dubai (DSC),2,8*
Mohammad Nawaz (3),v Bangladesh,Christchurch,1,8*
Zaman Khan,v Afghanistan,Sharjah,1,8*
Shoaib Malik,v India,Johannesburg,2,8
Imran Farhat,v Australia,Melbourne,2,8
Shahid Afridi,v England,Dubai (DSC),2,8
Mohammad Hafeez,v New Zealand,Bridgetown,2,8
Shahid Afridi,v Australia,Gros Islet,1,8
Asad Shafiq,v New Zealand,Christchurch,1,8
Shahid Afridi,v Bangladesh,Mirpur,1,8
Imran Nazir,v India,Colombo (RPS),1,8
Yasir Arafat,v India,Colombo (RPS),1,8
Sohail Tanvir,v Sri Lanka,Colombo (RPS),2,8
Umar Amin,v Sri Lanka,Dubai (DSC),2,8
Ahmed Shehzad,v Sri Lanka,Dubai (DSC),2,8
Kamran Akmal,v India,Mirpur,1,8
Shahid Afridi,v India,Mirpur,1,8
Mohammad Hafeez,v Bangladesh,Mirpur,1,8
Sohail Tanvir,v Bangladesh,Mirpur,1,8
Shahid Afridi,v Sri Lanka,Colombo (RPS),1,8
Shoaib Malik,v Sri Lanka,Colombo (RPS),2,8
Imad Wasim,v New Zealand,Hamilton,1,8
Ahmed Shehzad,v New Zealand,Wellington,2,8
Shahid Afridi,v New Zealand,Wellington,2,8
Anwar Ali,v New Zealand,Wellington,2,8
Mohammad Sami,v India,Mirpur,1,8
Shahid Afridi,v India,Eden Gardens,1,8
Fakhar Zaman,v World-XI,Lahore,1,8
Faheem Ashraf,v New Zealand,Mount Maunganui,1,8
Shoaib Malik,v New Zealand,Abu Dhabi,1,8
Faheem Ashraf,v South Africa,Cape Town,2,8
Faheem Ashraf,v Sri Lanka,Lahore,2,8
Haris Sohail,v Australia,Perth,1,8
Khushdil Shah,v Australia,Perth,1,8
Haider Ali,v New Zealand,Hamilton,1,8
Sharjeel Khan,v South Africa,Johannesburg,1,8
Fakhar Zaman,v England,Leeds,2,8
Mohammad Rizwan,v Afghanistan,Dubai (DSC),2,8
Fakhar Zaman,v Scotland,Sharjah,1,8
Shadab Khan,v Sri Lanka,Dubai (DSC),2,8
Mohammad Rizwan,v England,Karachi,2,8
Babar Azam,v England,Karachi,2,8
Haris Rauf,v England,Lahore,1,8
Shadab Khan,v New Zealand,Christchurch,1,8
Haider Ali,v New Zealand,Christchurch,1,8
Mohammad Haris,v England,Melbourne,1,8
Mohammad Rizwan,v New Zealand,Lahore,1,8
Abdur Rehman,v South Africa,Dubai (DSC),1,7*
Saeed Ajmal,v South Africa,Dubai (DSC),2,7*
Umar Akmal,v South Africa,Johannesburg,2,7*
Shadab Khan,v South Africa,Cape Town,2,7*
Shaheen Shah Afridi,v South Africa,Johannesburg,1,7*
Shahid Afridi,v South Africa,Johannesburg,1,7
Imran Nazir,v India,Durban,2,7
Shahid Afridi,v India,Durban,2,7
Imran Nazir,v Sri Lanka,Johannesburg,1,7
Shahid Afridi,v Canada,King City (NW),1,7
Salman Butt,v Sri Lanka,King City (NW),2,7
Shoaib Malik,v New Zealand,Dubai (DSC),1,7
Khalid Latif,v South Africa,Gros Islet,1,7
Abdul Razzaq,v Australia,Birmingham,1,7
Shahid Afridi,v New Zealand,Hamilton,2,7
Abdur Rehman,v West Indies,Gros Islet,2,7
Shoaib Malik,v Zimbabwe,Harare,1,7
Sohail Tanvir,v Zimbabwe,Harare,1,7
Shahid Afridi,v England,Dubai (DSC),1,7
Shoaib Malik,v South Africa,Centurion,1,7
Umar Amin,v West Indies,Kingstown,1,7
Mohammad Hafeez,v Sri Lanka,Dubai (DSC),2,7
Shoaib Malik,v Zimbabwe,Lahore,2,7
Shoaib Malik,v Zimbabwe,Lahore,2,7
Shahid Afridi,v Zimbabwe,Lahore,2,7
Ahmed Shehzad,v Sri Lanka,Colombo (RPS),2,7
Ahmed Shehzad,v Zimbabwe,Harare,1,7
Mohammad Hafeez,v England,Dubai (DSC),2,7
Shahid Afridi,v New Zealand,Hamilton,1,7
Sharjeel Khan,v India,Mirpur,1,7
Mohammad Nawaz (3),v New Zealand,Wellington,1,7
Faheem Ashraf,v New Zealand,Wellington,1,7
Mohammad Hafeez,v Zimbabwe,Harare,1,7
Shadab Khan,v Australia,Harare,1,7
Babar Azam,v New Zealand,Abu Dhabi,1,7
Fakhar Zaman,v England,Cardiff,1,7
Imam-ul-Haq,v England,Cardiff,1,7
Imad Wasim,v Sri Lanka,Lahore,2,7
Wahab Riaz,v Sri Lanka,Lahore,2,7
Haider Ali,v Zimbabwe,Rawalpindi,2,7
Asif Ali,v South Africa,Lahore,2,7
Faheem Ashraf,v South Africa,Centurion,2,7
Babar Azam,v Bangladesh,Mirpur,2,7
Iftikhar Ahmed,v West Indies,Karachi,1,7
Babar Azam,v West Indies,Karachi,1,7
Shan Masood,v England,Karachi,1,7
Shan Masood,v England,Lahore,1,7
Shadab Khan,v England,Lahore,1,7
Mohammad Haris,v England,Lahore,1,7
Asif Ali,v England,Lahore,2,7
Younis Khan,v New Zealand,The Oval,2,6*
Abdul Razzaq,v Bangladesh,Gros Islet,1,6*
Saeed Ajmal,v Australia,Birmingham,1,6*
Shoaib Malik,v Australia,Mirpur,1,6*
Sohail Tanvir,v England,Dubai (DSC),2,6*
Hasan Ali,v New Zealand,Auckland,1,6*
Imad Wasim,v England,Manchester,1,6*
Haider Ali,v Bangladesh,Mirpur,2,6*
Mohammad Hasnain,v England,Karachi,2,6*
Mohammad Wasim (1),v England,Lahore,1,6*
Haris Rauf,v India,Melbourne,1,6*
Iftikhar Ahmed,v Netherlands,Perth,2,6*
Ihsanullah,v Afghanistan,Sharjah,1,6*
Shahid Afridi,v New Zealand,Cape Town,2,6
Shoaib Khan jnr,v Sri Lanka,King City (NW),2,6
Kamran Akmal,v England,The Oval,2,6
Shoaib Malik,v New Zealand,Dubai (DSC),1,6
Khalid Latif,v Australia,Melbourne,2,6
Kamran Akmal,v England,Cardiff,1,6
Shahzaib Hasan,v South Africa,Abu Dhabi,1,6
Asad Shafiq,v New Zealand,Hamilton,2,6
Wahab Riaz,v West Indies,Gros Islet,2,6
Sohail Tanvir,v Bangladesh,Mirpur,1,6
Awais Zia,v England,Dubai (DSC),2,6
Ahmed Shehzad,v Sri Lanka,Hambantota,1,6
Shoaib Malik,v Sri Lanka,Colombo (RPS),2,6
Nasir Jamshed,v West Indies,Kingstown,2,6
Shahid Afridi,v West Indies,Kingstown,1,6
Sohail Tanvir,v South Africa,Dubai (DSC),2,6
Mohammad Rizwan,v Zimbabwe,Lahore,2,6
Sohaib Maqsood,v Zimbabwe,Harare,1,6
Mohammad Rizwan,v England,Dubai (DSC),2,6
Fakhar Zaman,v Sri Lanka,Abu Dhabi,2,6
Fakhar Zaman,v West Indies,Karachi,1,6
Fakhar Zaman,v Australia,Harare,1,6
Mohammad Nawaz (3),v Australia,Harare,1,6
Shoaib Malik,v South Africa,Johannesburg,2,6
Imad Wasim,v South Africa,Johannesburg,2,6
Asif Ali,v Sri Lanka,Lahore,2,6
Shadab Khan,v Sri Lanka,Lahore,2,6
Fakhar Zaman,v Sri Lanka,Lahore,2,6
Haris Sohail,v Australia,Canberra,1,6
Babar Azam,v Australia,Perth,1,6
Imad Wasim,v Australia,Perth,1,6
Imad Wasim,v Bangladesh,Lahore,2,6
Haris Rauf,v Zimbabwe,Harare,2,6
Mohammad Hafeez,v West Indies,Providence,1,6
Sarfaraz Ahmed,v Bangladesh,Mirpur,2,6
Iftikhar Ahmed,v Bangladesh,Mirpur,2,6
Mohammad Nawaz (3),v Sri Lanka,Dubai (DSC),2,6
Iftikhar Ahmed,v England,Karachi,2,6
Haider Ali,v Bangladesh,Christchurch,1,6
Babar Azam,v South Africa,Sydney,1,6
Mohammad Haris,v Afghanistan,Sharjah,1,6
Mohammad Rizwan,v New Zealand,Lahore,2,6
Shaheen Shah Afridi,v New Zealand,Lahore,2,6
Fawad Alam,v Zimbabwe,King City (NW),2,5*
Misbah-ul-Haq,v Sri Lanka,Colombo (RPS),1,5*
Mohammad Asif,v Australia,Melbourne,2,5*
Yasir Arafat,v England,Dubai (DSC),2,5*
Mohammad Sami,v Australia,Gros Islet,2,5*
Shoaib Akhtar,v New Zealand,Hamilton,2,5*
Raza Hasan,v Australia,Dubai (DSC),2,5*
Mohammad Hafeez,v India,Eden Gardens,1,5*
Mohammad Amir,v Sri Lanka,Lahore,2,5*
Mohammad Rizwan,v Bangladesh,Lahore,2,5*
Khushdil Shah,v Zimbabwe,Rawalpindi,2,5*
Azam Khan,v England,Nottingham,1,5*
Asif Ali,v Scotland,Sharjah,1,5*
Khushdil Shah,v England,Karachi,1,5*
Mohammad Hasnain,v England,Lahore,2,5*
Naseem Shah,v South Africa,Sydney,1,5*
Shaheen Shah Afridi,v England,Melbourne,1,5*
Mohammad Nawaz (3),v Afghanistan,Sharjah,1,5*
Imran Nazir,v South Africa,Johannesburg,1,5
Zulqarnain Haider,v South Africa,Johannesburg,1,5
Shahid Afridi,v Zimbabwe,King City (NW),2,5
Shahid Afridi,v England,The Oval,2,5
Kamran Akmal,v Sri Lanka,Lord's,2,5
Abdul Razzaq,v New Zealand,The Oval,2,5
Sarfaraz Ahmed,v England,Dubai (DSC),1,5
Kamran Akmal,v New Zealand,Bridgetown,2,5
Umar Akmal,v South Africa,Abu Dhabi,1,5
Younis Khan,v New Zealand,Christchurch,1,5
Mohammad Salman,v West Indies,Gros Islet,2,5
Umar Gul,v Sri Lanka,Hambantota,2,5
Saeed Ajmal,v Sri Lanka,Hambantota,2,5
Umar Akmal,v Sri Lanka,Hambantota,1,5
Kamran Akmal,v India,Colombo (RPS),1,5
Ahmed Shehzad,v India,Bengaluru,2,5
Kamran Akmal,v India,Ahmedabad,2,5
Umar Gul,v India,Ahmedabad,2,5
Sohaib Maqsood,v Afghanistan,Sharjah,2,5
Umar Akmal,v Sri Lanka,Dubai (DSC),2,5
Ahmed Shehzad,v Australia,Mirpur,1,5
Sohaib Maqsood,v Australia,Mirpur,1,5
Anwar Ali,v Australia,Dubai (DSC),1,5
Umar Akmal,v New Zealand,Wellington,2,5
Mohammad Hafeez,v West Indies,Bridgetown,2,5
Fakhar Zaman,v West Indies,Port of Spain,1,5
Fakhar Zaman,v Zimbabwe,Rawalpindi,2,5
Babar Azam,v South Africa,Lahore,1,5
Hussain Talat,v South Africa,Lahore,2,5
Faheem Ashraf,v South Africa,Johannesburg,1,5
Asif Ali,v South Africa,Centurion,2,5
Mohammad Hafeez,v Zimbabwe,Harare,1,5
Haider Ali,v Zimbabwe,Harare,1,5
Mohammad Hafeez,v Zimbabwe,Harare,2,5
Sohaib Maqsood,v West Indies,Providence,1,5
Shadab Khan,v West Indies,Providence,1,5
Fakhar Zaman,v Namibia,Abu Dhabi,1,5
Mohammad Wasim (1),v West Indies,Karachi,1,5
Fakhar Zaman,v Afghanistan,Sharjah,2,5
Babar Azam,v Sri Lanka,Dubai (DSC),2,5
Asif Ali,v England,Lahore,1,5
Mohammad Wasim (1),v England,Lahore,2,5
Shadab Khan,v India,Melbourne,1,5
Iftikhar Ahmed,v Zimbabwe,Perth,2,5
Mohammad Nawaz (3),v England,Melbourne,1,5
Shadab Khan,v New Zealand,Lahore,1,5
Abdur Rehman,v South Africa,Johannesburg,1,4*
Mohammad Asif,v India,Johannesburg,2,4*
Shoaib Malik,v Ireland,The Oval,1,4*
Umar Gul,v Bangladesh,Mirpur,1,4*
Mohammad Sami,v Sri Lanka,Hambantota,2,4*
Saeed Ajmal,v South Africa,Colombo (RPS),2,4*
Shoaib Malik,v Australia,Colombo (RPS),1,4*
Shahid Afridi,v Zimbabwe,Lahore,2,4*
Imad Wasim,v Zimbabwe,Lahore,2,4*
Mohammad Sami,v Australia,Mohali,2,4*
Sarfaraz Ahmed,v West Indies,Bridgetown,2,4*
Mohammad Hasnain,v Australia,Perth,1,4*
Usman Qadir,v South Africa,Lahore,1,4*
Mohammad Nawaz (3),v Bangladesh,Mirpur,2,4*
Shadab Khan,v Netherlands,Perth,2,4*
Imran Nazir,v Scotland,Durban,1,4
Younis Khan,v Australia,Johannesburg,2,4
Younis Khan,v New Zealand,Cape Town,2,4
Ahmed Shehzad,v Australia,Dubai (DSC),2,4
Ahmed Shehzad,v England,The Oval,2,4
Yasir Arafat,v England,The Oval,2,4
Shoaib Malik,v New Zealand,The Oval,2,4
Khalid Latif,v England,Dubai (DSC),1,4
Imran Nazir,v England,Dubai (DSC),2,4
Saeed Ajmal,v Australia,Gros Islet,2,4
Mohammad Yousuf,v England,Cardiff,1,4
Shoaib Akhtar,v England,Cardiff,1,4
Abdul Razzaq,v South Africa,Abu Dhabi,1,4
Saeed Ajmal,v South Africa,Abu Dhabi,1,4
Nasir Jamshed,v India,Colombo (RPS),1,4
Mohammad Hafeez,v Australia,Colombo (RPS),1,4
Shahid Afridi,v Australia,Colombo (RPS),1,4
Nasir Jamshed,v Sri Lanka,Colombo (RPS),2,4
Sohaib Maqsood,v South Africa,Dubai (DSC),1,4
Ahmed Shehzad,v Sri Lanka,Dubai (DSC),2,4
Umar Gul,v West Indies,Mirpur,2,4
Umar Akmal,v Zimbabwe,Lahore,2,4
Mukhtar Ahmed,v Sri Lanka,Colombo (RPS),2,4
Umar Akmal,v Sri Lanka,Colombo (RPS),2,4
Mukhtar Ahmed,v Zimbabwe,Harare,1,4
Ahmed Shehzad,v England,Sharjah,2,4
Umar Akmal,v England,Sharjah,2,4
Mohammad Rizwan,v New Zealand,Wellington,2,4
Wahab Riaz,v New Zealand,Wellington,2,4
Mohammad Hafeez,v India,Mirpur,1,4
Shoaib Malik,v India,Mirpur,1,4
Wahab Riaz,v India,Mirpur,1,4
Sharjeel Khan,v U.A.E.,Mirpur,2,4
Umar Akmal,v Bangladesh,Mirpur,1,4
Imad Wasim,v West Indies,Port of Spain,1,4
Sohail Tanvir,v West Indies,Port of Spain,1,4
Ahmed Shehzad,v West Indies,Port of Spain,1,4
Sarfaraz Ahmed,v World-XI,Lahore,1,4
Faheem Ashraf,v Sri Lanka,Abu Dhabi,2,4
Sarfaraz Ahmed,v Australia,Harare,1,4
Asif Ali,v Australia,Dubai (DSC),1,4
Fakhar Zaman,v South Africa,Cape Town,2,4
Imad Wasim,v South Africa,Cape Town,2,4
Faheem Ashraf,v South Africa,Centurion,1,4
Ahmed Shehzad,v Sri Lanka,Lahore,2,4
Haris Sohail,v Australia,Sydney,1,4
Asif Ali,v Australia,Canberra,1,4
Shadab Khan,v New Zealand,Hamilton,1,4
Faheem Ashraf,v New Zealand,Hamilton,1,4
Iftikhar Ahmed,v South Africa,Lahore,1,4
Faheem Ashraf,v South Africa,Lahore,1,4
Usman Qadir,v South Africa,Johannesburg,1,4
Mohammad Nawaz (3),v Afghanistan,Sharjah,2,4
Khushdil Shah,v Sri Lanka,Dubai (DSC),1,4
Naseem Shah,v Sri Lanka,Dubai (DSC),2,4
Mohammad Nawaz (3),v England,Karachi,1,4
Haris Rauf,v England,Karachi,2,4
Haider Ali,v England,Lahore,1,4
Babar Azam,v England,Lahore,2,4
Asif Ali,v Bangladesh,Christchurch,1,4
Mohammad Rizwan,v New Zealand,Christchurch,2,4
Mohammad Rizwan,v India,Melbourne,1,4
Babar Azam,v Zimbabwe,Perth,2,4
Babar Azam,v Netherlands,Perth,2,4
Mohammad Rizwan,v South Africa,Sydney,1,4
Mohammad Nawaz (3),v Bangladesh,Adelaide,2,4
Mohammad Wasim (1),v England,Melbourne,1,4
Fawad Alam,v Kenya,Nairobi (Gym),2,3*
Kamran Akmal,v Bangladesh,Cape Town,2,3*
Fawad Alam,v Netherlands,Lord's,1,3*
Junaid Khan,v West Indies,Gros Islet,2,3*
Shahid Afridi,v India,Bengaluru,2,3*
Shoaib Malik,v India,Ahmedabad,2,3*
Zulfiqar Babar,v West Indies,Mirpur,2,3*
Sarfaraz Ahmed,v Zimbabwe,Lahore,2,3*
Anwar Ali,v England,Dubai (DSC),2,3*
Shadab Khan,v West Indies,Port of Spain,1,3*
Sarfaraz Ahmed,v West Indies,Port of Spain,2,3*
Hasan Ali,v Sri Lanka,Abu Dhabi,2,3*
Imad Wasim,v Australia,Dubai (DSC),1,3*
Mohammad Nawaz (3),v South Africa,Lahore,1,3*
Shan Masood,v New Zealand,Sydney,2,3*
Sohail Tanvir,v Sri Lanka,Lord's,2,3
Umar Akmal,v New Zealand,Dubai (DSC),1,3
Shoaib Malik,v Australia,Melbourne,2,3
Mohammad Amir,v England,Bridgetown,1,3
Misbah-ul-Haq,v New Zealand,Bridgetown,2,3
Misbah-ul-Haq,v South Africa,Gros Islet,1,3
Abdul Razzaq,v Australia,Birmingham,1,3
Shahzaib Hasan,v England,Cardiff,1,3
Shoaib Akhtar,v South Africa,Abu Dhabi,1,3
Shahid Afridi,v South Africa,Abu Dhabi,1,3
Younis Khan,v New Zealand,Hamilton,2,3
Mohammad Hafeez,v West Indies,Gros Islet,2,3
Shahid Afridi,v England,Abu Dhabi,2,3
Khalid Latif,v Sri Lanka,Hambantota,2,3
Umar Gul,v Australia,Dubai (DSC),2,3
Kamran Akmal,v New Zealand,Pallekele,1,3
Yasir Arafat,v South Africa,Colombo (RPS),2,3
Ahmed Shehzad,v West Indies,Kingstown,2,3
Mohammad Hafeez,v Zimbabwe,Harare,1,3
Awais Zia,v Australia,Dubai (DSC),1,3
Haris Sohail,v New Zealand,Dubai (DSC),2,3
Umar Akmal,v England,Dubai (DSC),2,3
Umar Akmal,v India,Mirpur,1,3
Khalid Latif,v New Zealand,Mohali,2,3
Sarfaraz Ahmed,v West Indies,Port of Spain,1,3
Fakhar Zaman,v New Zealand,Wellington,1,3
Mohammad Amir,v New Zealand,Wellington,1,3
Hussain Talat,v South Africa,Centurion,1,3
Asif Ali,v England,Cardiff,1,3
Babar Azam,v Sri Lanka,Lahore,2,3
Imad Wasim,v Sri Lanka,Lahore,2,3
Haider Ali,v New Zealand,Auckland,1,3
Hussain Talat,v South Africa,Lahore,1,3
Haider Ali,v South Africa,Centurion,2,3
Imad Wasim,v England,Nottingham,1,3
Imad Wasim,v England,Manchester,1,3
Asif Ali,v Australia,Lahore,1,3
Usman Qadir,v Sri Lanka,Dubai (DSC),1,3
Haider Ali,v England,Karachi,2,3
Haris Rauf,v South Africa,Sydney,1,3
Imad Wasim,v New Zealand,Lahore,2,3
Yasir Arafat,v Bangladesh,Nairobi (Gym),1,2*
Umar Gul,v Sri Lanka,King City (NW),1,2*
Abdur Rehman,v South Africa,Gros Islet,1,2*
Shoaib Malik,v Sri Lanka,Abu Dhabi,2,2*
Hammad Azam,v England,Abu Dhabi,2,2*
Abdul Razzaq,v Australia,Dubai (DSC),1,2*
Umar Gul,v Sri Lanka,Colombo (RPS),2,2*
Mohammad Irfan,v South Africa,Dubai (DSC),2,2*
Usman Shinwari,v Sri Lanka,Dubai (DSC),2,2*
Wahab Riaz,v New Zealand,Auckland,1,2*
Sohail Tanvir,v West Indies,Port of Spain,1,2*
Asif Ali,v New Zealand,Dubai (DSC),1,2*
Hasan Ali,v South Africa,Centurion,2,2*
Usman Qadir,v Zimbabwe,Harare,1,2*
Mohammad Wasim (1),v Australia,Lahore,1,2*
Iftikhar Ahmed,v India,Dubai (DSC),2,2*
Asif Ali,v Bangladesh,Christchurch,2,2*
Misbah-ul-Haq,v Bangladesh,Nairobi (Gym),1,2
Younis Khan,v India,Durban,2,2
Kamran Akmal,v Canada,King City (NW),1,2
Sohail Tanvir,v Sri Lanka,King City (NW),2,2
Fawad Alam,v Sri Lanka,King City (NW),1,2
Mohammad Amir,v New Zealand,Dubai (DSC),1,2
Imran Nazir,v England,Dubai (DSC),1,2
Mohammad Amir,v Australia,Gros Islet,2,2
Abdur Rehman,v New Zealand,Bridgetown,2,2
Salman Butt,v South Africa,Gros Islet,1,2
Shahid Afridi,v England,Cardiff,1,2
Younis Khan,v New Zealand,Auckland,1,2
Shoaib Malik,v Bangladesh,Mirpur,1,2
Yasir Arafat,v Sri Lanka,Hambantota,1,2
Umar Akmal,v Australia,Dubai (DSC),2,2
Nasir Jamshed,v India,Bengaluru,2,2
Nasir Jamshed,v Zimbabwe,Harare,1,2
Shoaib Malik,v West Indies,Mirpur,2,2
Shahid Afridi,v Australia,Dubai (DSC),1,2
Mohammad Hafeez,v New Zealand,Dubai (DSC),2,2
Anwar Ali,v New Zealand,Dubai (DSC),2,2
Anwar Ali,v Zimbabwe,Lahore,2,2
Mukhtar Ahmed,v Sri Lanka,Colombo (RPS),1,2
Shahid Afridi,v Zimbabwe,Harare,1,2
Shahid Afridi,v Zimbabwe,Harare,1,2
Sohaib Maqsood,v England,Dubai (DSC),2,2
Sarfaraz Ahmed,v New Zealand,Auckland,1,2
Mohammad Hafeez,v New Zealand,Wellington,2,2
Shahid Afridi,v India,Mirpur,1,2
Mohammad Hafeez,v Bangladesh,Mirpur,1,2
Sarfaraz Ahmed,v Australia,Mohali,2,2
Sharjeel Khan,v West Indies,Dubai (DSC),1,2
Shoaib Malik,v West Indies,Port of Spain,1,2
Imad Wasim,v Sri Lanka,Abu Dhabi,2,2
Asif Ali,v Australia,Abu Dhabi,1,2
Mohammad Rizwan,v South Africa,Cape Town,2,2
Asif Ali,v South Africa,Johannesburg,2,2
Fakhar Zaman,v Australia,Canberra,1,2
Faheem Ashraf,v New Zealand,Napier,2,2
Mohammad Nawaz (3),v South Africa,Johannesburg,1,2
Babar Azam,v Zimbabwe,Harare,1,2
Fakhar Zaman,v Zimbabwe,Harare,2,2
Faheem Ashraf,v Zimbabwe,Harare,2,2
Shaheen Shah Afridi,v England,Leeds,2,2
Shadab Khan,v England,Manchester,1,2
Khushdil Shah,v India,Dubai (DSC),1,2
Khushdil Shah,v Sri Lanka,Dubai (DSC),2,2
Khushdil Shah,v England,Karachi,1,2
Haider Ali,v India,Melbourne,1,2
Asif Ali,v India,Melbourne,1,2
Shan Masood,v South Africa,Sydney,1,2
Faheem Ashraf,v Afghanistan,Sharjah,1,2
Naseem Shah,v Afghanistan,Sharjah,1,2
Imad Wasim,v New Zealand,Lahore,1,2
Shoaib Akhtar,v Bangladesh,Nairobi (Gym),1,1*
Saeed Ajmal,v Australia,Melbourne,2,1*
Umar Gul,v England,Dubai (DSC),1,1*
Saeed Ajmal,v South Africa,Abu Dhabi,1,1*
Saeed Ajmal,v Zimbabwe,Harare,1,1*
Shahid Afridi,v Afghanistan,Sharjah,2,1*
Sohaib Maqsood,v Bangladesh,Mirpur,1,1*
Mohammad Irfan,v Australia,Dubai (DSC),1,1*
Mohammad Irfan,v Sri Lanka,Colombo (RPS),2,1*
Umar Gul,v New Zealand,Auckland,1,1*
Mohammad Amir,v New Zealand,Wellington,2,1*
Umar Akmal,v West Indies,Dubai (DSC),1,1*
Sohail Khan,v World-XI,Lahore,1,1*
Asif Ali,v Scotland,Edinburgh,1,1*
Imad Wasim,v Australia,Dubai (DSC),1,1*
Mohammad Rizwan,v South Africa,Johannesburg,2,1*
Iftikhar Ahmed,v Australia,Sydney,1,1*
Mohammad Wasim (1),v West Indies,Providence,1,1*
Mohammad Hafeez,v Australia,Dubai (DSC),1,1*
Iftikhar Ahmed,v West Indies,Karachi,2,1*
Mohammad Nawaz (3),v England,Karachi,1,1*
Haris Rauf,v England,Lahore,2,1*
Mohammad Wasim (1),v New Zealand,Christchurch,1,1*
Haris Rauf,v England,Melbourne,1,1*
Faheem Ashraf,v New Zealand,Rawalpindi,1,1*
Younis Khan,v South Africa,Johannesburg,1,1
Younis Khan,v Bangladesh,Cape Town,2,1
Misbah-ul-Haq,v Bangladesh,Cape Town,2,1
Mohammad Hafeez,v India,Johannesburg,2,1
Salman Butt,v Bangladesh,Karachi,1,1
Shahid Afridi,v Sri Lanka,King City (NW),2,1
Fawad Alam,v Australia,Melbourne,2,1
Naved-ul-Hasan,v Australia,Melbourne,2,1
Abdul Razzaq,v Australia,Gros Islet,2,1
Fawad Alam,v England,Bridgetown,1,1
Mohammad Hafeez,v South Africa,Gros Islet,1,1
Zulqarnain Haider,v South Africa,Abu Dhabi,1,1
Abdul Razzaq,v New Zealand,Auckland,1,1
Saeed Ajmal,v New Zealand,Auckland,1,1
Rameez Raja (2),v Zimbabwe,Harare,1,1
Asad Shafiq,v England,Dubai (DSC),2,1
Shahid Afridi,v Sri Lanka,Hambantota,2,1
Sohail Tanvir,v Sri Lanka,Hambantota,2,1
Khalid Latif,v Sri Lanka,Hambantota,1,1
Imran Nazir,v Australia,Dubai (DSC),2,1
Saeed Ajmal,v Australia,Dubai (DSC),2,1
Kamran Akmal,v South Africa,Colombo (RPS),2,1
Saeed Ajmal,v India,Colombo (RPS),1,1
Kamran Akmal,v Sri Lanka,Colombo (RPS),2,1
Kamran Akmal,v India,Bengaluru,2,1
Kamran Akmal,v South Africa,Centurion,1,1
Umar Gul,v South Africa,Centurion,1,1
Haris Sohail,v West Indies,Kingstown,1,1
Hammad Azam,v West Indies,Kingstown,1,1
Umar Akmal,v West Indies,Mirpur,2,1
Saeed Ajmal,v West Indies,Mirpur,2,1
Umar Akmal,v Australia,Dubai (DSC),1,1
Sarfaraz Ahmed,v New Zealand,Dubai (DSC),2,1
Sohail Tanvir,v Sri Lanka,Colombo (RPS),2,1
Sarfaraz Ahmed,v England,Dubai (DSC),2,1
Mohammad Hafeez,v England,Sharjah,2,1
Sarfaraz Ahmed,v New Zealand,Hamilton,1,1
Mohammad Amir,v India,Mirpur,1,1
